CustomerID,Income,Limit,Rating,Cards,Balance
4154-AQUGT,26.575,5300,387,5,1201
4154-AQUGTA,30.75,7833,524,1,711
4154-AQUGTC,140.963,5163,448,4,312
4154-AQUGTH,19.535,3983,280,3,701
4154-AQUGTX,75.002,3394,280,1,250
4159-NAAIX,18.926,5044,425,2,985
4159-NAAIXA,29.968,3881,252,3,122
4159-NAAIXC,26.898,2814,127,2,0
4159-NAAIXH,20.369,7537,450,2,369
4159-NAAIXX,33.331,4143,382,4,108
4160-AMJTL,72.28,1160,439,2,459
4160-AMJTLA,53.825,3060,276,3,771
4160-AMJTLC,27.459,4822,334,2,889
4160-AMJTLH,34.421,7268,730,2,863
4160-AMJTLX,10.726,6740,756,3,1573
4163-HFTUK,65.453,1745,135,1,0
4163-HFTUKA,54.588,5370,427,3,4
4163-HFTUKC,52.657,4996,427,2,1365
4163-HFTUKH,68.133,3082,237,2,49
4163-HFTUKX,27.339,7781,584,4,1141
4163-KIUHY,54.061,9913,595,4,457
4163-KIUHYA,32.3,2139,296,5,0
4163-KIUHYC,24.7,5885,326,4,990
4163-KIUHYH,27.08,4323,335,1,589
4163-KIUHYX,48.146,1134,553,4,1549
4163-NCJAK,72.378,1345,766,6,80
4163-NCJAKA,19.002,3573,266,4,1309
4163-NCJAKC,30.47,5838,341,2,731
4163-NCJAKH,129.774,5800,651,3,1549
4163-NCJAKX,50.939,7325,541,4,535
4174-LPGTI,30.432,4629,361,2,210
4174-LPGTIA,54.572,5675,442,1,827
4174-LPGTIC,15.235,2840,244,3,0
4174-LPGTIH,14.555,1579,184,3,0
4174-LPGTIX,20.844,4650,377,3,865
4176-FXYBO,44.423,9520,436,5,568
4176-FXYBOA,33.295,1601,159,2,0
4176-FXYBOC,57.305,5911,485,4,695
4176-FXYBOH,111.476,4735,335,2,8
4176-FXYBOX,64.587,5709,480,1,663
4176-RELJR,34.712,5174,385,2,605
4176-RELJRA,37.282,3017,219,1,130
4176-RELJRC,83.895,3237,205,3,0
4176-RELJRH,23.862,2403,287,1,500
4176-RELJRX,10.726,1237,136,3,0
4177-JPDFU,49.265,2528,165,5,0
4177-JPDFUA,42.99,5810,313,2,769
4177-JPDFUC,28.526,2182,253,2,0
4177-JPDFUH,15.03,1849,147,3,0
4177-JPDFUX,40.92,1160,538,4,889
4178-EGMON,19.756,2611,126,3,0
4178-EGMONA,49.061,4546,387,2,1258
4178-EGMONC,14.909,4687,398,2,248
4178-EGMONH,125.705,5958,388,1,198
4178-EGMONX,23.45,6527,261,2,0
4182-BGSIQ,110.277,1582,126,3,80
4182-BGSIQA,18.564,7212,356,4,301
4182-BGSIQC,37.798,4870,399,2,375
4182-BGSIQH,25.309,6651,464,4,988
4182-BGSIQX,159.242,10748,530,4,1448
4183-MYFRB,19.658,3905,255,2,0
4183-MYFRBA,15.116,1150,163,2,0
4183-MYFRBC,31.737,1400,141,3,0
4183-MYFRBH,17.964,5900,336,2,463
4183-MYFRBX,52.208,4390,341,1,318
4183-WCSEP,57.269,6019,553,3,561
4183-WCSEPA,54.35,5383,356,5,1597
4183-WCSEPC,47.152,2320,189,2,0
4183-WCSEPH,28.582,5182,386,3,313
4183-WCSEPX,13.14,1166,186,5,0
4184-TJFAN,47.428,2345,136,2,0
4184-TJFANA,94.674,7759,466,1,701
4184-TJFANC,34.305,7844,491,2,1593
4184-TJFANH,142.322,5249,206,4,646
4184-TJFANX,23.839,2999,158,5,100
4184-VODJZ,17.898,2820,122,2,0
4184-VODJZA,48.229,3514,243,2,196
4184-VODJZC,26.09,4033,388,3,517
4184-VODJZH,16.355,4785,362,3,922
4184-VODJZX,58.161,4118,325,2,84
4186-ZBUEW,36.382,5683,135,2,0
4186-ZBUEWA,17.778,3853,286,3,213
4186-ZBUEWC,19.878,2633,156,1,300
4186-ZBUEWH,21.972,3227,251,3,141
4186-ZBUEWX,12.145,4090,362,2,239
4187-CINZD,79.055,6666,412,3,740
4187-CINZDA,158.889,2139,266,1,0
4187-CINZDC,21.66,1369,179,1,0
4187-CINZDH,66.762,1835,189,3,0
4187-CINZDX,27.163,2532,188,3,0
4188-FRABG,28.991,6059,454,3,153
4188-FRABGA,13.712,1391,160,2,0
4188-FRABGC,53.381,5070,319,3,870
4188-FRABGH,12.445,4577,315,5,337
4188-FRABGX,15.544,1581,138,3,0
4188-PCPIG,69.779,1656,198,3,0
4188-PCPIGA,44.168,4921,344,1,532
4188-PCPIGC,99.697,7853,400,1,1183
4188-PCPIGH,104.166,2488,223,5,1054
4188-PCPIGX,65.114,6256,523,3,537
4189-NAKJS,154.974,2670,244,4,310
4189-NAKJSA,48.389,3785,279,1,201
4189-NAKJSC,23.335,4113,397,4,808
4189-NAKJSH,53.707,5448,359,3,677
4189-NAKJSX,36.812,2379,299,1,873
4190-MFLUW,19.736,2439,172,2,0
4190-MFLUWA,18.425,5386,489,2,987
4190-MFLUWC,31.762,3367,276,2,151
4190-MFLUWH,23.672,3324,232,3,0
4190-MFLUWX,66.981,3920,223,3,605
4191-XOVOM,26.659,5901,471,3,708
4191-XOVOMA,25.106,4953,317,2,206
4191-XOVOMC,127.674,5286,488,2,1567
4191-XOVOMH,25.082,7440,433,4,1457
4191-XOVOMX,70.58,7860,434,3,823
4192-GORJT,20.458,7143,468,3,582
4192-GORJTA,43.516,5120,434,4,569
4192-GORJTC,14.169,3004,247,2,453
4192-GORJTH,47.495,6680,437,3,838
4192-GORJTX,75.534,3745,141,3,80
4193-IBKSW,45.873,3823,296,5,0
4193-IBKSWA,15.036,2038,281,2,1009
4193-IBKSWC,20.058,5114,330,3,853
4193-IBKSWH,24.926,1977,121,1,0
4193-IBKSWX,65.064,4891,342,2,857
4193-ORFCL,30.37,5849,385,4,888
4193-ORFCLA,84.055,6576,443,4,1597
4193-ORFCLC,67.031,4359,394,4,347
4193-ORFCLH,143.436,9320,484,3,1549
4193-ORFCLX,15.797,2284,455,1,510
4194-FJARJ,30.01,1380,124,5,0
4194-FJARJA,21.984,5649,342,3,191
4194-FJARJC,23.131,3696,287,3,402
4194-FJARJH,11.749,2267,183,4,0
4194-FJARJX,10.635,2981,239,4,450
4194-WHFCB,27.376,2079,217,3,0
4194-WHFCBA,13.63,5181,357,2,415
4194-WHFCBC,30.602,6640,393,3,302
4194-WHFCBH,24.027,5430,351,1,544
4194-WHFCBX,52.072,5120,485,2,461
4195-NZGTA,21.837,5840,316,1,805
4195-NZGTAA,21.796,5178,341,5,568
4195-NZGTAC,14.572,1143,173,2,0
4195-NZGTAH,12.531,3371,214,1,172
4195-NZGTAX,18.075,2536,227,2,0
4195-PNGZS,151.947,2982,265,6,0
4195-PNGZSA,15.022,4316,320,1,450
4195-PNGZSC,82.25,5800,630,2,663
4195-PNGZSH,10.635,2851,119,5,0
4195-PNGZSX,10.735,3306,269,1,475
4195-SMMNX,24.483,3265,288,3,298
4195-SMMNXA,10.635,2744,173,3,0
4195-SMMNXC,43.921,5406,481,1,573
4195-SMMNXH,66.099,5465,433,3,338
4195-SMMNXX,24.327,5000,397,3,313
4198-VFOEA,133.065,1450,217,4,0
4198-VFOEAA,70.875,4771,301,1,0
4198-VFOEAC,67.276,7742,415,1,658
4198-VFOEAH,29.005,3572,274,3,0
4198-VFOEAX,35.596,6562,659,2,1291
4199-QHJNM,44.109,6000,327,2,106
4199-QHJNMA,40.558,5704,581,1,1597
4199-QHJNMC,53.989,6672,520,1,1
4199-QHJNMH,18.407,6574,419,2,1443
4199-QHJNMX,20.89,2033,229,4,0
4201-JMNGR,15.771,6423,667,3,1137
4201-JMNGRA,17.378,2491,120,5,0
4201-JMNGRC,33.689,5004,638,5,1082
4201-JMNGRH,23.592,3880,251,1,0
4201-JMNGRX,40.587,3301,295,4,201
4203-QGNZA,35.294,3889,295,2,245
4203-QGNZAA,19.326,2444,195,4,0
4203-QGNZAC,136.941,10748,688,1,1597
4203-QGNZAH,30.158,2489,284,2,61
4203-QGNZAX,54.247,4990,360,2,241
4208-UFFGW,10.635,1725,177,3,0
4208-UFFGWA,54.516,3760,263,2,532
4208-UFFGWC,33.277,3041,218,2,111
4208-UFFGWH,53.135,5357,633,1,888
4208-UFFGWX,55.018,1961,129,5,0
4210-QFJMF,15.885,3281,222,5,346
4210-QFJMFA,75.555,5336,386,2,459
4210-QFJMFC,100.985,7031,465,7,951
4210-QFJMFH,59.537,9656,256,2,0
4210-QFJMFX,45.059,5077,404,1,613
4211-MMAZN,29.272,4103,377,6,407
4211-MMAZNA,12.155,4182,321,1,910
4211-MMAZNC,16.119,1375,121,3,0
4211-MMAZNH,26.508,2557,199,5,500
4211-MMAZNX,42.068,4906,311,4,612
4213-HKBJO,19.181,3693,283,1,841
4213-HKBJOA,37.794,3844,238,3,804
4213-HKBJOC,13.176,4639,387,3,116
4213-HKBJOH,38.95,5334,436,4,598
4213-HKBJOX,15.863,2208,160,3,60
4220-TINQT,22.454,2057,272,3,0
4220-TINQTA,39.879,2172,182,4,0
4220-TINQTC,11.319,5980,334,4,342
4220-TINQTH,18.491,2580,209,5,0
4220-TINQTX,138.921,10578,278,5,0
4223-BKEOR,19,3514,261,3,88
4223-BKEORA,160.075,5648,339,1,51
4223-BKEORC,13.993,4103,339,4,748
4223-BKEORH,64.616,5505,310,4,485
4223-BKEORX,16.041,6769,462,3,1261
4223-WOZCM,63.402,3223,281,4,0
4223-WOZCMA,26.92,2754,287,1,97
4223-WOZCMC,31.557,3709,260,4,491
4223-WOZCMH,27.762,3310,383,6,292
4223-WOZCMX,20.725,2531,136,2,0
4226-KKDON,51.341,3544,217,2,642
4226-KKDONA,16.131,1871,160,3,0
4226-KKDONC,99.986,6889,389,3,630
4226-KKDONH,10.627,3538,126,2,2
4226-KKDONX,160.231,5832,430,2,1573
4227-OJHAL,64.253,4995,366,5,491
4227-OJHALA,14.417,3230,291,2,0
4227-OJHALC,67.913,5143,327,3,306
4227-OJHALH,23.927,2984,215,2,0
4227-OJHALX,12.993,3164,285,4,105
4228-ZGYUW,111.931,4178,325,2,0
4228-ZGYUWA,34.489,5351,565,4,880
4228-ZGYUWC,34.006,1189,232,5,0
4228-ZGYUWH,58.416,4148,362,1,931
4228-ZGYUWX,11.773,4110,304,3,466
4229-CZMLL,20.522,5813,316,3,921
4229-CZMLLA,19.742,2352,156,2,101
4229-CZMLLC,12.95,5155,333,2,253
4229-CZMLLH,57.805,2530,226,3,0
4229-CZMLLX,135.386,3501,287,4,100
4231-LZUYM,87.586,4707,310,2,1075
4231-LZUYMA,44.026,3773,265,1,0
4231-LZUYMC,10.905,1532,163,2,0
4231-LZUYMH,72.919,6076,465,4,454
4231-LZUYMX,40.211,10578,147,5,0
4232-JGKIY,110.442,4382,520,3,838
4232-JGKIYA,52.86,6270,730,2,1549
4232-JGKIYC,45.278,6397,525,1,181
4232-JGKIYH,23.008,3111,269,3,700
4232-JGKIYX,14.03,1987,135,4,0
4234-XTNEA,17.002,5836,481,2,1549
4234-XTNEAA,26.305,2620,268,3,0
4234-XTNEAC,35.213,6800,622,3,1550
4234-XTNEAH,80.131,5949,347,2,449
4234-XTNEAX,79.708,3263,266,4,308
4236-UJPWO,11.46,2031,180,2,800
4236-UJPWOA,31.582,5127,385,6,267
4236-UJPWOC,10.627,2329,159,1,90
4236-UJPWOH,34.36,3119,275,1,318
4236-UJPWOX,20.235,3901,220,1,178
4236-XPXAV,14.365,4051,324,2,21
4236-XPXAVA,21.333,7599,382,2,307
4236-XPXAVC,13.753,4633,381,1,719
4236-XPXAVH,11.742,5768,412,4,348
4236-XPXAVX,17.79,2099,190,3,0
4237-CLSMM,13.399,2790,244,1,0
4237-CLSMMA,146.154,4038,336,3,154
4237-CLSMMC,21.125,3769,277,5,548
4237-CLSMMH,149.926,5673,549,7,502
4237-CLSMMX,153.551,5602,404,2,1181
4237-RLAQD,12.579,4042,326,1,160
4237-RLAQDA,44.801,2547,163,5,0
4237-RLAQDC,14.153,3521,299,2,175
4237-RLAQDH,10.726,2870,181,5,0
4237-RLAQDX,145.219,10578,805,3,593
4238-HFHSN,10.98,3307,268,1,344
4238-HFHSNA,29.769,3293,287,2,45
4238-HFHSNC,58.977,1608,384,5,1448
4238-HFHSNH,23.775,3705,294,5,708
4238-HFHSNX,11.554,4616,399,2,282
4238-JSSWH,30.651,6539,420,4,1162
4238-JSSWHA,12.707,2942,193,2,0
4238-JSSWHC,16.333,5740,358,3,880
4238-JSSWHH,112.632,9147,184,2,781
4238-JSSWHX,51.351,4756,329,3,367
4248-HCETZ,137.317,2913,441,3,925
4248-HCETZA,24.579,4413,349,1,896
4248-HCETZC,35.614,5190,372,5,789
4248-HCETZH,96.704,5127,350,2,0
4248-HCETZX,15.648,5184,369,4,132
4248-QPAVC,41.937,7359,498,3,949
4248-QPAVCA,45.967,4349,348,4,331
4248-QPAVCC,35.709,2150,281,2,0
4248-QPAVCH,23.09,3973,291,4,461
4248-QPAVCX,35.054,6101,213,1,1554
4250-FDVOU,10.746,1870,184,3,0
4250-FDVOUA,140.781,9307,539,4,1587
4250-FDVOUC,152.298,4960,756,3,245
4250-FDVOUH,15.752,1163,126,3,0
4250-FDVOUX,19.131,4244,715,4,481
4250-WAROZ,24.764,3087,164,5,80
4250-WAROZA,15.676,3317,298,3,201
4250-WAROZC,37.004,1160,124,3,500
4250-WAROZH,84.567,5501,352,1,695
4250-WAROZX,15.646,5340,497,3,911
4250-ZBWLV,26.702,2679,162,5,0
4250-ZBWLVA,10.635,4637,336,1,699
4250-ZBWLVC,18.937,2734,197,2,0
4250-ZBWLVH,26.134,4169,320,3,291
4250-ZBWLVX,125.021,7911,417,2,690
4254-QPEDE,10.635,7488,548,5,393
4254-QPEDEA,159.402,1727,133,3,0
4254-QPEDEC,41.096,6175,450,6,428
4254-QPEDEH,53.97,2974,277,1,209
4254-QPEDEX,30.62,1343,184,3,0
4255-DDUOU,21.863,1291,124,1,0
4255-DDUOUA,49.948,10384,456,5,933
4255-DDUOUC,20.809,6396,498,4,1292
4255-DDUOUH,25.129,6797,438,4,856
4255-DDUOUX,35.624,2329,166,3,0
4256-ZWTZI,15.854,1530,192,2,0
4256-ZWTZIA,21.402,3183,277,5,380
4256-ZWTZIC,20.095,5604,436,3,864
4256-ZWTZIH,15.237,3058,288,2,453
4256-ZWTZIX,73.037,9560,561,2,855
4257-GAESD,35.15,2883,239,3,81
4257-GAESDA,15.861,5976,363,2,710
4257-GAESDC,59.219,5794,309,4,727
4257-GAESDH,15.81,3611,288,2,304
4257-GAESDX,18.824,7215,601,3,853
4273-MBHYA,70.245,1289,167,4,0
4273-MBHYAA,13.103,3340,282,2,0
4273-MBHYAC,23.889,5203,396,4,497
4273-MBHYAH,32.105,4390,783,1,58
4273-MBHYAX,40.544,8400,476,2,594
4274-DRSQT,22.132,4589,390,1,533
4274-DRSQTA,13.185,3988,211,2,0
4274-DRSQTC,158.908,7150,578,3,659
4274-DRSQTH,53.863,3506,236,1,196
4274-DRSQTX,143.669,1233,429,4,747
4274-OWWYO,63.605,9446,519,3,1448
4274-OWWYOA,39.664,4645,346,3,902
4274-OWWYOC,11.194,1160,120,3,0
4274-OWWYOH,41.935,5420,359,2,783
4274-OWWYOX,23.479,1772,119,4,0
4277-BWBML,47.218,5017,449,5,1489
4277-BWBMLA,14.359,3527,276,4,828
4277-BWBMLC,63.429,5540,453,3,921
4277-BWBMLH,29.337,3727,243,3,804
4277-BWBMLX,11.635,1311,146,3,0
4277-PVRAN,41.922,4007,327,4,815
4277-PVRANA,36.019,1601,166,2,0
4277-PVRANC,19.6,1709,192,1,0
4277-PVRANH,118.089,1327,185,2,0
4277-PVRANX,59.372,6411,453,4,1587
4277-UDIEF,140.827,7200,409,2,1274
4277-UDIEFA,10.627,2020,152,2,0
4277-UDIEFC,59.515,7200,490,2,897
4277-UDIEFH,13.551,3158,281,2,138
4277-UDIEFX,86.862,1375,326,2,400
4280-DLSHD,14.831,2537,242,1,0
4280-DLSHDA,15.816,3536,179,2,0
4280-DLSHDC,33.985,5281,378,4,531
4280-DLSHDH,21.557,5217,364,5,144
4280-DLSHDX,72.956,4549,487,2,919
4282-ACRXS,44.799,5069,383,3,388
4282-ACRXSA,59.022,4173,327,3,356
4282-ACRXSC,16.715,2691,188,4,40
4282-ACRXSH,25.644,6610,406,3,898
4282-ACRXSX,17.883,2805,285,4,0
4282-MSACW,37.355,3676,282,3,9
4282-MSACWA,19.412,3886,246,2,801
4282-MSACWC,34.107,1407,156,3,0
4282-MSACWH,27.467,2408,216,5,0
4282-MSACWX,29.623,2260,211,7,0
4282-YMKNA,15.969,1173,119,3,0
4282-YMKNAA,45.509,1160,410,1,97
4282-YMKNAC,71.104,2751,245,4,1000
4282-YMKNAH,154.866,5374,650,3,696
4282-YMKNAX,57.135,5644,386,1,1430
4283-FUTGF,51.854,5920,471,3,810
4283-FUTGFA,21.301,3718,377,1,114
4283-FUTGFC,78.956,5587,487,3,744
4283-FUTGFH,50.574,5498,389,5,160
4283-FUTGFX,29.207,3181,209,3,373
4283-IVYCI,69.293,1736,122,4,0
4283-IVYCIA,29.538,1763,136,3,0
4283-IVYCIC,27.19,3610,283,6,218
4283-IVYCIH,10.905,4370,308,2,595
4283-IVYCIX,148.456,1762,269,3,0
4285-GYRQC,19.427,2825,189,2,0
4285-GYRQCA,48.367,3911,283,2,0
4285-GYRQCC,17.679,2566,249,3,320
4285-GYRQCH,65.91,3674,481,4,160
4285-GYRQCX,30.214,4945,344,1,913
4289-DTDKW,104.996,7867,449,5,1551
4289-DTDKWA,31.701,3170,272,5,0
4289-DTDKWC,51.129,4106,508,2,712
4289-DTDKWH,16.901,5182,492,3,502
4289-DTDKWX,29.039,1853,237,6,280
4290-BSXUX,27.931,6370,187,3,0
4290-BSXUXA,30.415,1856,163,3,294
4290-BSXUXC,45.539,4342,337,7,258
4290-BSXUXH,72.934,5221,397,2,886
4290-BSXUXX,68.873,8033,460,3,1124
4291-HPAXL,49.175,3384,392,2,292
4291-HPAXLA,20.919,2143,171,5,0
4291-HPAXLC,29.551,5645,316,4,448
4291-HPAXLH,16.715,3466,206,2,109
4291-HPAXLX,31.191,8673,574,2,1157
4291-HYEBC,150.099,3101,385,5,167
4291-HYEBCA,103.267,3865,239,4,679
4291-HYEBCC,19.606,1233,164,3,0
4291-HYEBCH,20.452,5371,366,1,664
4291-HYEBCX,22.014,1307,163,4,0
4291-SHSBH,28.903,2234,186,2,9
4291-SHSBHA,26.651,5317,452,1,1417
4291-SHSBHC,38.422,3960,217,1,250
4291-SHSBHH,20.072,3495,292,2,506
4291-SHSBHX,12.108,3922,287,4,813
4291-TPNFG,43.35,3220,282,5,565
4291-TPNFGA,17.177,4946,362,2,139
4291-TPNFGC,34.362,3891,341,2,258
4291-TPNFGH,51.923,4194,334,1,582
4291-TPNFGX,33.473,3280,283,2,0
4291-YZODP,20.306,2470,230,1,119
4291-YZODPA,73.142,6059,510,3,633
4291-YZODPC,22.757,5465,454,2,758
4291-YZODPH,30.439,3393,203,2,29
4291-YZODPX,13.752,4559,336,2,126
4293-ETKAP,13.671,5709,527,4,948
4293-ETKAPA,52.518,5348,493,3,531
4293-ETKAPC,16.424,1807,122,4,0
4293-ETKAPH,26.448,5634,326,1,988
4293-ETKAPX,28.906,3933,295,4,75
4295-YURET,12.181,2438,245,2,371
4295-YURETA,14.976,6699,407,1,1597
4295-YURETC,54.382,3203,298,2,239
4295-YURETH,27.313,4861,353,3,577
4295-YURETX,44.31,4736,357,6,413
4298-OYIFC,33.555,2463,281,3,0
4298-OYIFCA,13.906,6673,460,3,1248
4298-OYIFCC,34.516,5373,396,2,235
4298-OYIFCH,36.914,6454,581,5,1573
4298-OYIFCX,65.715,4546,356,3,145
4299-OPXEJ,15.669,3741,270,3,18
4299-OPXEJA,13.995,1485,121,2,0
4299-OPXEJC,55.868,8142,467,4,756
4299-OPXEJH,63.977,3120,292,5,214
4299-OPXEJX,22.201,6720,451,4,1008
4299-SIMNS,60.424,5415,400,3,368
4299-SIMNSA,24.516,4003,357,2,0
4299-SIMNSC,50.153,7233,501,2,414
4299-SIMNSH,149.316,10896,446,4,1289
4299-SIMNSX,14.339,5653,388,3,722
4301-VVZKA,26.562,4648,359,3,776
4301-VVZKAA,26.934,5643,339,1,143
4301-VVZKAC,141.488,10673,432,3,8
4301-VVZKAH,26.805,2532,280,4,96
4301-VVZKAX,78.686,4459,225,3,931
4302-ZYFEL,154.936,3953,222,6,214
4302-ZYFELA,15.62,7337,399,3,335
4302-ZYFELC,18.967,1315,126,3,0
4302-ZYFELH,36.87,7070,569,4,1455
4302-ZYFELX,29.181,2807,283,2,310
4304-TSPVK,25.084,2206,295,3,61
4304-TSPVKA,93.9,4714,335,1,515
4304-TSPVKC,37.77,2790,206,3,858
4304-TSPVKH,149.316,10748,695,4,1473
4304-TSPVKX,15.529,3070,187,4,0
4304-XUMGI,74.123,5567,562,1,584
4304-XUMGIA,78.919,1311,358,6,959
4304-XUMGIC,54.027,9176,453,3,382
4304-XUMGIH,43.449,7223,578,1,1068
4304-XUMGIX,57.451,5822,334,1,462
4307-KTUMW,61.391,5574,510,4,1039
4307-KTUMWA,54.508,5386,498,3,952
4307-KTUMWC,11.019,3763,260,2,419
4307-KTUMWH,14.105,5065,310,1,419
4307-KTUMWX,43.784,1179,182,2,0
4307-KWMXE,33.018,1473,198,2,0
4307-KWMXEA,75.913,5713,508,1,1192
4307-KWMXEC,76.881,8460,486,5,1216
4307-KWMXEH,25.942,2773,269,3,0
4307-KWMXEX,32.886,1300,221,3,0
4310-KEDTB,115.783,6914,487,3,1298
4310-KEDTBA,63.516,3763,245,2,245
4310-KEDTBC,10.742,5336,366,3,597
4310-KEDTBH,35.252,6347,227,2,485
4310-KEDTBX,57.629,1160,342,2,694
4311-QTTAI,10.627,2604,199,2,0
4311-QTTAIA,10.802,4152,471,3,546
4311-QTTAIC,49.777,4623,300,3,465
4311-QTTAIH,68.476,3366,297,2,0
4311-QTTAIX,124.202,6530,469,3,1549
4312-GVYNH,33.126,7631,583,3,1267
4312-GVYNHA,31.202,7408,428,5,1380
4312-GVYNHC,21.881,5924,400,1,278
4312-GVYNHH,24.839,4261,359,2,669
4312-GVYNHX,30.995,1300,153,3,0
4312-KFRXN,23.959,1394,199,1,0
4312-KFRXNA,20.995,2283,283,4,0
4312-KFRXNC,55.808,5380,367,2,753
4312-KFRXNH,147.326,1204,160,5,0
4312-KFRXNX,16.021,5234,355,4,1440
4315-MURBD,10.635,4550,123,3,0
4315-MURBDA,64.581,1567,156,4,0
4315-MURBDC,11.706,1337,221,2,0
4315-MURBDH,22.555,1134,167,3,499
4315-MURBDX,21.671,3266,271,1,783
4316-XCSLJ,64.604,4082,359,4,507
4316-XCSLJA,44.32,1888,156,1,0
4316-XCSLJC,10.742,6479,560,3,544
4316-XCSLJH,48.125,5409,451,3,945
4316-XCSLJX,28.4,4088,389,1,508
4317-VTEOA,27.56,2241,182,4,3
4317-VTEOAA,18.511,1160,433,2,591
4317-VTEOAC,18.141,4135,314,4,900
4317-VTEOAH,11.505,6867,579,5,644
4317-VTEOAX,13.64,4484,321,1,342
4318-RAJVY,41.759,4125,316,2,508
4318-RAJVYA,20.453,3130,295,1,187
4318-RAJVYC,47.506,4802,349,1,552
4318-RAJVYH,50.487,5600,457,3,1056
4318-RAJVYX,30.361,8305,591,5,1471
4320-QMLLA,36.705,5553,441,4,902
4320-QMLLAA,10.635,9680,181,3,203
4320-QMLLAC,151.947,5165,387,4,749
4320-QMLLAH,48.264,5384,322,3,236
4320-QMLLAX,10.627,5764,539,2,715
4322-RCYMT,30.728,6720,427,4,916
4322-RCYMTA,49.32,2637,127,3,0
4322-RCYMTC,40.81,10384,137,3,0
4322-RCYMTH,43.01,2451,226,2,50
4322-RCYMTX,12.707,1140,166,7,0
4323-ELYYB,16.036,3752,276,5,59
4323-ELYYBA,46.72,2250,119,2,49
4323-ELYYBC,37.373,4504,387,3,557
4323-ELYYBH,24.723,3265,292,2,0
4323-ELYYBX,10.635,4108,331,1,661
4323-OHFOW,151.947,1824,198,3,0
4323-OHFOWA,41.358,4703,317,5,945
4323-OHFOWC,40.778,5323,329,2,681
4323-OHFOWH,10.751,2011,119,4,98
4323-OHFOWX,55.433,5714,464,5,914
4323-SADQS,151.947,5486,480,4,939
4323-SADQSA,151.947,1967,183,2,400
4323-SADQSC,15.319,4575,554,4,677
4323-SADQSH,23.529,6343,575,2,901
4323-SADQSX,20.672,2434,266,2,0
4324-AHJKS,34.414,4825,329,2,433
4324-AHJKSA,25.739,2264,296,4,0
4324-AHJKSC,31.727,3559,291,5,0
4324-AHJKSH,24.008,4322,339,5,71
4324-AHJKSX,61.771,5531,579,2,1597
4324-BZCKL,32.656,1616,252,2,362
4324-BZCKLA,101.768,9796,590,6,0
4324-BZCKLC,18.185,2736,276,2,209
4324-BZCKLH,58.352,3224,258,4,333
4324-BZCKLX,30.102,1809,142,3,0
4325-NFSKC,93.421,6527,401,4,882
4325-NFSKCA,19.228,5623,351,1,384
4325-NFSKCC,47.686,5484,395,3,192
4325-NFSKCH,33.965,5205,383,5,1534
4325-NFSKCX,22.5,4573,312,3,761
4328-VUFWD,63.415,7576,167,2,400
4328-VUFWDA,10.627,3022,292,3,181
4328-VUFWDC,13.812,3905,226,2,278
4328-VUFWDH,43.697,3367,275,4,90
4328-VUFWDX,49.14,2120,270,4,0
4329-YPDDQ,24.431,2217,223,4,0
4329-YPDDQA,12.579,1366,185,2,50
4329-YPDDQC,36.959,2386,196,3,0
4329-YPDDQH,34.007,3371,287,3,9
4329-YPDDQX,24.006,3570,204,5,200
4332-MUOEZ,49.008,3056,287,2,117
4332-MUOEZA,71.83,4931,320,2,806
4332-MUOEZC,64.473,4606,317,3,514
4332-MUOEZH,24.833,3163,279,7,203
4332-MUOEZX,19.529,2071,187,1,463
4334-HOWRP,24.708,2100,136,2,0
4334-HOWRPA,24.038,3690,212,4,0
4334-HOWRPC,20.254,4094,391,1,781
4334-HOWRPH,42.545,8593,559,5,1136
4334-HOWRPX,31.186,6196,586,1,1088
4335-BSMJS,26.854,5109,432,3,1549
4335-BSMJSA,82.029,4156,338,6,45
4335-BSMJSC,14.029,1367,130,2,0
4335-BSMJSH,66,5205,381,4,677
4335-BSMJSX,20.647,5192,380,4,147
4335-UPJSI,61.172,6653,467,5,1381
4335-UPJSIA,27.89,3551,291,2,211
4335-UPJSIC,136.763,7090,775,1,1234
4335-UPJSIH,151.947,7554,688,3,1038
4335-UPJSIX,75.078,2349,127,3,0
4338-EYCER,24.749,4659,351,1,868
4338-EYCERA,49.248,5171,308,1,599
4338-EYCERC,131.567,1769,181,4,0
4338-EYCERH,17.457,6558,221,2,201
4338-EYCERX,37.798,3206,250,2,180
4342-HENTK,58.269,6563,451,2,1597
4342-HENTKA,37.612,3827,207,1,5
4342-HENTKC,62.1,2565,222,2,0
4342-HENTKH,30.354,5143,414,1,457
4342-HENTKX,33.48,2402,293,3,8
4342-HFXWS,10.742,1233,162,3,0
4342-HFXWSA,53.161,5226,619,2,253
4342-HFXWSC,27.508,1142,145,1,0
4342-HFXWSH,144.105,3361,283,2,55
4342-HFXWSX,37.045,3422,263,2,170
4343-EJVQB,15.683,5091,390,5,788
4343-EJVQBA,28.479,5593,356,4,145
4343-EJVQBC,29.463,1473,187,2,0
4343-EJVQBH,35.677,3502,281,4,833
4343-EJVQBX,34.929,2392,227,3,109
4349-GFQHK,10.791,6343,469,1,1597
4349-GFQHKA,27.511,7509,211,3,533
4349-GFQHKC,24.989,8938,359,3,514
4349-GFQHKH,22.257,3240,214,4,133
4349-GFQHKX,26.915,2150,267,2,310
4350-ZTLPI,155.449,3800,274,3,1098
4350-ZTLPIA,12.303,3336,223,2,245
4350-ZTLPIC,11.069,2331,162,2,0
